raw_prob,calibrated_prob
0.8437073777678645,0.7272727272727273
0.8437742345076474,0.75
0.8470012492285928,0.75
0.8470778389698667,0.7596899224806202
0.8575039747326254,0.7596899224806202
0.8575215936233461,0.7670454545454546
0.8881734464218658,0.7670454545454546
0.8882301624075579,0.7681159420289855
0.907793359676936,0.7681159420289855
0.90787591138946,0.7682926829268293
0.9155048973466284,0.7682926829268293
0.9155192711915806,0.8068181818181815
0.9307615041059932,0.8068181818181815
0.9308587204368244,0.8466076696165191
0.9669219341104494,0.8466076696165191
0.9671302418251104,0.8529411764705882
0.9715752999528542,0.8529411764705882
0.971729175195723,0.8823529411764706
0.979732509876278,0.8823529411764706
0.9799224161857948,0.9047619047619048
0.9926299838021438,0.9047619047619048
0.9927465310797016,1.0
0.997140479444626,1.0
