market_ticker,game_id,player_id,threshold,model_version,calibration_version,generated_at,fair_yes,fair_no,raw_fair_yes,projection,residual_sd,position,season_games_before,prior_carries,prior_carries_pg,prior_rush_yds_pg,context_flags,qc_status,qc_reason
KXNFLRSHYDS-26SEP20MINCHI-CHICWILLIAMS18-10,2026_02_MIN_CHI,00-0039918,10.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.7785467128027682,0.22145328719723179,0.9201538442443007,34.60565337159271,17.499131191796593,QB,1,77.0,4.529411764705882,22.823529411764707,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJBALLEN0-70,2026_02_GB_NYJ,00-0039794,70.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0336448598130841,0.9663551401869159,0.015155516114696245,32.096846410124854,17.499131191796593,RB,1,18.0,4.5,19.0,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJBALLEN0-60,2026_02_GB_NYJ,00-0039794,60.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0577342047930283,0.9422657952069717,0.05540700083953304,32.096846410124854,17.499131191796593,RB,1,18.0,4.5,19.0,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJBALLEN0-50,2026_02_GB_NYJ,00-0039794,50.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0963364993215739,0.9036635006784262,0.15313308689141297,32.096846410124854,17.499131191796593,RB,1,18.0,4.5,19.0,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJBALLEN0-40,2026_02_GB_NYJ,00-0039794,40.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.1881533101045296,0.8118466898954704,0.32576734535781887,32.096846410124854,17.499131191796593,RB,1,18.0,4.5,19.0,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJBALLEN0-30,2026_02_GB_NYJ,00-0039794,30.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.4553571428571428,0.5446428571428572,0.5476894058489121,32.096846410124854,17.499131191796593,RB,1,18.0,4.5,19.0,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJBALLEN0-25,2026_02_GB_NYJ,00-0039794,25.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.5792682926829267,0.4207317073170733,0.6574649120801798,32.096846410124854,17.499131191796593,RB,1,18.0,4.5,19.0,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJBALLEN0-20,2026_02_GB_NYJ,00-0039794,20.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.614247311827957,0.385752688172043,0.7553060448232845,32.096846410124854,17.499131191796593,RB,1,18.0,4.5,19.0,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJBALLEN0-15,2026_02_GB_NYJ,00-0039794,15.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.7077720207253886,0.2922279792746114,0.83571818552082,32.096846410124854,17.499131191796593,RB,1,18.0,4.5,19.0,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJBALLEN0-10,2026_02_GB_NYJ,00-0039794,10.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.7678571428571429,0.2321428571428571,0.8966586162324774,32.096846410124854,17.499131191796593,RB,1,18.0,4.5,19.0,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJGSMITH7-40,2026_02_GB_NYJ,00-0030565,40.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0450062508681761,0.9549937491318239,0.046132728208590136,10.539047039742218,17.499131191796593,QB,1,41.0,2.7333333333333334,7.266666666666667,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJGSMITH7-30,2026_02_GB_NYJ,00-0030565,30.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0694607268464243,0.9305392731535757,0.13304550042877886,10.539047039742218,17.499131191796593,QB,1,41.0,2.7333333333333334,7.266666666666667,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJGSMITH7-25,2026_02_GB_NYJ,00-0030565,25.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.1097112117780294,0.8902887882219706,0.20429394346932936,10.539047039742218,17.499131191796593,QB,1,41.0,2.7333333333333334,7.266666666666667,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJGSMITH7-20,2026_02_GB_NYJ,00-0030565,20.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.1097112117780294,0.8902887882219706,0.2943734846359083,10.539047039742218,17.499131191796593,QB,1,41.0,2.7333333333333334,7.266666666666667,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJGSMITH7-15,2026_02_GB_NYJ,00-0030565,15.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.3003533568904594,0.6996466431095406,0.3993908016061959,10.539047039742218,17.499131191796593,QB,1,41.0,2.7333333333333334,7.266666666666667,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-NYJGSMITH7-10,2026_02_GB_NYJ,00-0030565,10.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.4098939929328622,0.5901060070671378,0.5122871614495738,10.539047039742218,17.499131191796593,QB,1,41.0,2.7333333333333334,7.266666666666667,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20PHITEN-TENTSPEARS2-60,2026_02_PHI_TEN,00-0039032,60.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0289297658862876,0.9710702341137124,0.0097158679279059,19.102023333967388,17.499131191796593,RB,1,72.0,5.538461538461538,21.76923076923077,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20PHITEN-TENTSPEARS2-50,2026_02_PHI_TEN,00-0039032,50.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0450062508681761,0.9549937491318239,0.03872424403556434,19.102023333967388,17.499131191796593,RB,1,72.0,5.538461538461538,21.76923076923077,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20PHITEN-TENTSPEARS2-40,2026_02_PHI_TEN,00-0039032,40.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0694607268464243,0.9305392731535757,0.11619412590970545,19.102023333967388,17.499131191796593,RB,1,72.0,5.538461538461538,21.76923076923077,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20PHITEN-TENTSPEARS2-30,2026_02_PHI_TEN,00-0039032,30.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.1097112117780294,0.8902887882219706,0.2667170351108906,19.102023333967388,17.499131191796593,RB,1,72.0,5.538461538461538,21.76923076923077,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20PHITEN-TENTSPEARS2-25,2026_02_PHI_TEN,00-0039032,25.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.222509702457956,0.777490297542044,0.36804187663477106,19.102023333967388,17.499131191796593,RB,1,72.0,5.538461538461538,21.76923076923077,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20PHITEN-TENTSPEARS2-20,2026_02_PHI_TEN,00-0039032,20.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.4098939929328622,0.5901060070671378,0.4795370585960812,19.102023333967388,17.499131191796593,RB,1,72.0,5.538461538461538,21.76923076923077,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20PHITEN-TENTSPEARS2-15,2026_02_PHI_TEN,00-0039032,15.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.4804804804804805,0.5195195195195195,0.5926678051582027,19.102023333967388,17.499131191796593,RB,1,72.0,5.538461538461538,21.76923076923077,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20PHITEN-TENTSPEARS2-10,2026_02_PHI_TEN,00-0039032,10.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.5889175257731958,0.4110824742268042,0.6985175021604124,19.102023333967388,17.499131191796593,RB,1,72.0,5.538461538461538,21.76923076923077,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBJLOVE10-40,2026_02_GB_NYJ,00-0036264,40.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0450062508681761,0.9549937491318239,0.03013133358203821,7.121461333632199,17.499131191796593,QB,1,47.0,3.1333333333333333,13.266666666666667,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBJLOVE10-30,2026_02_GB_NYJ,00-0036264,30.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0694607268464243,0.9305392731535757,0.09553675577108726,7.121461333632199,17.499131191796593,QB,1,47.0,3.1333333333333333,13.266666666666667,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBJLOVE10-25,2026_02_GB_NYJ,00-0036264,25.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0963364993215739,0.9036635006784262,0.1534658340970793,7.121461333632199,17.499131191796593,QB,1,47.0,3.1333333333333333,13.266666666666667,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBJLOVE10-20,2026_02_GB_NYJ,00-0036264,20.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.1097112117780294,0.8902887882219706,0.23087964071023998,7.121461333632199,17.499131191796593,QB,1,47.0,3.1333333333333333,13.266666666666667,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBJLOVE10-15,2026_02_GB_NYJ,00-0036264,15.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.1881533101045296,0.8118466898954704,0.3262742639260684,7.121461333632199,17.499131191796593,QB,1,47.0,3.1333333333333333,13.266666666666667,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBJLOVE10-10,2026_02_GB_NYJ,00-0036264,10.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.3560767590618336,0.6439232409381663,0.43467031211991647,7.121461333632199,17.499131191796593,QB,1,47.0,3.1333333333333333,13.266666666666667,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBMLLOYD32-120,2026_02_GB_NYJ,00-0039811,120.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0038745156855393,0.9961254843144607,1.0606511670157345e-06,37.02767856234024,17.499131191796593,RB,1,0.0,0.0,0.0,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBMLLOYD32-110,2026_02_GB_NYJ,00-0039811,110.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0080273270708795,0.9919726729291205,1.5226375877120319e-05,37.02767856234024,17.499131191796593,RB,1,0.0,0.0,0.0,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBMLLOYD32-100,2026_02_GB_NYJ,00-0039811,100.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0128061469505362,0.9871938530494638,0.00015996924493858053,37.02767856234024,17.499131191796593,RB,1,0.0,0.0,0.0,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBMLLOYD32-90,2026_02_GB_NYJ,00-0039811,90.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.019949281487743,0.980050718512257,0.0012343976019866653,37.02767856234024,17.499131191796593,RB,1,0.0,0.0,0.0,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBMLLOYD32-80,2026_02_GB_NYJ,00-0039811,80.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0289297658862876,0.9710702341137124,0.007030854105417542,37.02767856234024,17.499131191796593,RB,1,0.0,0.0,0.0,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBMLLOYD32-70,2026_02_GB_NYJ,00-0039811,70.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0450062508681761,0.9549937491318239,0.029767192641283163,37.02767856234024,17.499131191796593,RB,1,0.0,0.0,0.0,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBMLLOYD32-60,2026_02_GB_NYJ,00-0039811,60.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0694607268464243,0.9305392731535757,0.09463035629325453,37.02767856234024,17.499131191796593,RB,1,0.0,0.0,0.0,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBMLLOYD32-50,2026_02_GB_NYJ,00-0039811,50.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.1097112117780294,0.8902887882219706,0.2292520485169768,37.02767856234024,17.499131191796593,RB,1,0.0,0.0,0.0,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBMLLOYD32-40,2026_02_GB_NYJ,00-0039811,40.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.3560767590618336,0.6439232409381663,0.4325619395170225,37.02767856234024,17.499131191796593,RB,1,0.0,0.0,0.0,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBMLLOYD32-30,2026_02_GB_NYJ,00-0039811,30.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.5792682926829267,0.4207317073170733,0.6560113629264297,37.02767856234024,17.499131191796593,RB,1,0.0,0.0,0.0,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBCBROOKS30-70,2026_02_GB_NYJ,00-0038685,70.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0289297658862876,0.9710702341137124,0.005390964366757722,25.38267100055489,17.499131191796593,RB,1,27.0,1.588235294117647,6.235294117647059,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBCBROOKS30-60,2026_02_GB_NYJ,00-0038685,60.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0450062508681761,0.9549937491318239,0.023951309767413383,25.38267100055489,17.499131191796593,RB,1,27.0,1.588235294117647,6.235294117647059,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBCBROOKS30-50,2026_02_GB_NYJ,00-0038685,50.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0694607268464243,0.9305392731535757,0.0797471546202381,25.38267100055489,17.499131191796593,RB,1,27.0,1.588235294117647,6.235294117647059,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBCBROOKS30-40,2026_02_GB_NYJ,00-0038685,40.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.1097112117780294,0.8902887882219706,0.20176950781704153,25.38267100055489,17.499131191796593,RB,1,27.0,1.588235294117647,6.235294117647059,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBCBROOKS30-30,2026_02_GB_NYJ,00-0038685,30.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.3003533568904594,0.6996466431095406,0.395943717988868,25.38267100055489,17.499131191796593,RB,1,27.0,1.588235294117647,6.235294117647059,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBCBROOKS30-25,2026_02_GB_NYJ,00-0038685,25.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.4098939929328622,0.5901060070671378,0.5087233745077112,25.38267100055489,17.499131191796593,RB,1,27.0,1.588235294117647,6.235294117647059,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBCBROOKS30-20,2026_02_GB_NYJ,00-0038685,20.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.518590998043053,0.481409001956947,0.6208052970910298,25.38267100055489,17.499131191796593,RB,1,27.0,1.588235294117647,6.235294117647059,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBCBROOKS30-15,2026_02_GB_NYJ,00-0038685,15.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.5889175257731958,0.4110824742268042,0.7235181451486823,25.38267100055489,17.499131191796593,RB,1,27.0,1.588235294117647,6.235294117647059,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP20GBNYJ-GBCBROOKS30-10,2026_02_GB_NYJ,00-0038685,10.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.7077720207253886,0.2922279792746114,0.8103138421578371,25.38267100055489,17.499131191796593,RB,1,27.0,1.588235294117647,6.235294117647059,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP21NYGLAR-NYGJDART6-80,2026_02_NYG_LA,00-0040691,80.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0289297658862876,0.9710702341137124,0.010147555602142309,39.38719657824602,17.499131191796593,QB,1,86.0,6.142857142857143,34.785714285714285,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP21NYGLAR-NYGJDART6-70,2026_02_NYG_LA,00-0040691,70.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0450062508681761,0.9549937491318239,0.040111822486152596,39.38719657824602,17.499131191796593,QB,1,86.0,6.142857142857143,34.785714285714285,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP21NYGLAR-NYGJDART6-60,2026_02_NYG_LA,00-0040691,60.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.0694607268464243,0.9305392731535757,0.11941166667639522,39.38719657824602,17.499131191796593,QB,1,86.0,6.142857142857143,34.785714285714285,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP21NYGLAR-NYGJDART6-50,2026_02_NYG_LA,00-0040691,50.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.1097112117780294,0.8902887882219706,0.2720993510083095,39.38719657824602,17.499131191796593,QB,1,86.0,6.142857142857143,34.785714285714285,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP21NYGLAR-NYGJDART6-40,2026_02_NYG_LA,00-0040691,40.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.4098939929328622,0.5901060070671378,0.4860322644981324,39.38719657824602,17.499131191796593,QB,1,86.0,6.142857142857143,34.785714285714285,,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
KXNFLRSHYDS-26SEP21NYGLAR-NYGJDART6-30,2026_02_NYG_LA,00-0040691,30.0,NFL-RUSH-RIDGE-NORMALSD-ISO-v1,2024-25-WALKFORWARD-ISO-v1,2026-09-18T05:20:30.455049+00:00,0.5889175257731958,0.4110824742268042,0.7041720160641886,39.38719657824602,17.499131191796593,QB,1,86.0,6.142857142857143,34.785714285714285,LOW_THRESHOLD_10_30_CALIBRATION_CAUTION,MODEL_AVAILABLE,INDEPENDENT_MODEL_RESEARCH_ONLY
